"NmBarang","Tahun","Bulan","Periode","TotalPenjualan","PenjualanBulanSebelumnya"
SAJIKU NASI GORENG PEDAS20 G,2023,12,Awal Bulan,179500.0,98000.0
SAJIKU NASI GORENG PEDAS20 G,2023,12,Tengah Bulan,45000.0,179500.0
SAJIKU NASI GORENG PEDAS20 G,2024,1,Akhir Bulan,43000.0,
SAJIKU NASI GORENG PEDAS20 G,2024,1,Awal Bulan,276500.0,43000.0
SAJIKU NASI GORENG PEDAS20 G,2024,1,Tengah Bulan,239500.0,276500.0
SAJIKU NASI GORENG PEDAS20 G,2024,2,Akhir Bulan,123400.0,239500.0
SAJIKU NASI GORENG PEDAS20 G,2024,2,Awal Bulan,73500.0,123400.0
SAJIKU NASI GORENG PEDAS20 G,2024,2,Tengah Bulan,247500.0,73500.0
SAJIKU NASI GORENG PEDAS20 G,2024,3,Awal Bulan,23500.0,247500.0
SAJIKU NASI GORENG PEDAS20 G,2024,4,Akhir Bulan,90000.0,23500.0
SAJIKU NASI GORENG PEDAS20 G,2024,5,Awal Bulan,12000.0,90000.0
SALEP 88 KECIL,2023,12,Akhir Bulan,37000.0,
SALEP 88 KECIL,2023,12,Tengah Bulan,113000.0,37000.0
SALEP 88 KECIL,2024,1,Akhir Bulan,45000.0,
SALEP 88 KECIL,2024,1,Awal Bulan,48000.0,45000.0
SALEP 88 KECIL,2024,2,Akhir Bulan,35500.0,48000.0
SALEP 88 KECIL,2024,2,Tengah Bulan,13000.0,35500.0
SALEP 88 KECIL,2024,4,Akhir Bulan,18000.0,13000.0
SALONPAS,2023,12,Akhir Bulan,22000.0,
SALONPAS,2024,1,Awal Bulan,8000.0,
SALONPAS,2024,5,Akhir Bulan,30500.0,8000.0
SALONPAS,2024,6,Awal Bulan,25000.0,30500.0
SALONPAS,2024,6,Tengah Bulan,12500.0,25000.0
SALONPAS HOT,2023,12,Awal Bulan,65000.0,
SALONPAS HOT,2024,1,Akhir Bulan,24000.0,
SALONPAS HOT,2024,1,Awal Bulan,37000.0,24000.0
SALONPAS HOT,2024,1,Tengah Bulan,150000.0,37000.0
SALONPAS HOT,2024,2,Awal Bulan,28000.0,150000.0
SALONPAS HOT,2024,6,Awal Bulan,12000.0,28000.0
SALONPAS HOT,2024,6,Tengah Bulan,143000.0,12000.0
SAMBAL PEDAS 9G,2024,6,Tengah Bulan,36500.0,
