"NmBarang","Tahun","Bulan","Periode","TotalPenjualan","PenjualanBulanSebelumnya"
MIE SEDAAP CUP SOTO,2024,2,Tengah Bulan,388000.0,444000.0
MIE SEDAAP CUP SOTO,2024,3,Akhir Bulan,229000.0,388000.0
MIE SEDAAP CUP SOTO,2024,3,Awal Bulan,241000.0,229000.0
MIE SEDAAP CUP SOTO,2024,3,Tengah Bulan,532500.0,241000.0
MIE SEDAAP CUP SOTO,2024,4,Akhir Bulan,280000.0,532500.0
MIE SEDAAP CUP SOTO,2024,5,Akhir Bulan,246500.0,280000.0
MIE SEDAAP CUP SOTO,2024,5,Awal Bulan,491000.0,246500.0
MIE SEDAAP CUP SOTO,2024,5,Tengah Bulan,456000.0,491000.0
MIE SEDAAP GORENG KOREAN SPICY,2023,12,Akhir Bulan,636000.0,
MIE SEDAAP GORENG KOREAN SPICY,2023,12,Awal Bulan,568000.0,636000.0
MIE SEDAAP GORENG KOREAN SPICY,2023,12,Tengah Bulan,351500.0,568000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,1,Akhir Bulan,650500.0,
MIE SEDAAP GORENG KOREAN SPICY,2024,1,Awal Bulan,510000.0,650500.0
MIE SEDAAP GORENG KOREAN SPICY,2024,1,Tengah Bulan,437000.0,510000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,2,Akhir Bulan,369500.0,437000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,2,Awal Bulan,893000.0,369500.0
MIE SEDAAP GORENG KOREAN SPICY,2024,2,Tengah Bulan,759500.0,893000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,3,Akhir Bulan,464000.0,759500.0
MIE SEDAAP GORENG KOREAN SPICY,2024,3,Tengah Bulan,47500.0,464000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,4,Akhir Bulan,1301000.0,47500.0
MIE SEDAAP GORENG KOREAN SPICY,2024,4,Tengah Bulan,14000.0,1301000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,5,Akhir Bulan,64000.0,14000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,5,Awal Bulan,1194500.0,64000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,5,Tengah Bulan,1037000.0,1194500.0
MIE SEDAAP GORENG KOREAN SPICY,2024,6,Awal Bulan,208500.0,1037000.0
MIE SEDAAP GORENG KOREAN SPICY,2024,6,Tengah Bulan,231500.0,208500.0
MIE SEDAAP GORENG ORIGINAL,2023,12,Akhir Bulan,1317500.0,
MIE SEDAAP GORENG ORIGINAL,2023,12,Awal Bulan,438500.0,1317500.0
MIE SEDAAP GORENG ORIGINAL,2023,12,Tengah Bulan,496000.0,438500.0
MIE SEDAAP GORENG ORIGINAL,2024,1,Akhir Bulan,850500.0,
MIE SEDAAP GORENG ORIGINAL,2024,1,Awal Bulan,2843500.0,850500.0
MIE SEDAAP GORENG ORIGINAL,2024,1,Tengah Bulan,1629500.0,2843500.0
MIE SEDAAP GORENG ORIGINAL,2024,2,Akhir Bulan,410500.0,1629500.0
MIE SEDAAP GORENG ORIGINAL,2024,2,Awal Bulan,924000.0,410500.0
MIE SEDAAP GORENG ORIGINAL,2024,2,Tengah Bulan,521000.0,924000.0
MIE SEDAAP GORENG ORIGINAL,2024,3,Akhir Bulan,406500.0,521000.0
MIE SEDAAP GORENG ORIGINAL,2024,3,Awal Bulan,704000.0,406500.0
MIE SEDAAP GORENG ORIGINAL,2024,3,Tengah Bulan,369500.0,704000.0
MIE SEDAAP GORENG ORIGINAL,2024,4,Akhir Bulan,128000.0,369500.0
MIE SEDAAP GORENG ORIGINAL,2024,4,Tengah Bulan,35000.0,128000.0
MIE SEDAAP GORENG ORIGINAL,2024,5,Akhir Bulan,2111500.0,35000.0
MIE SEDAAP GORENG ORIGINAL,2024,5,Awal Bulan,1933000.0,2111500.0
MIE SEDAAP GORENG ORIGINAL,2024,5,Tengah Bulan,955000.0,1933000.0
MIE SEDAAP GORENG ORIGINAL,2024,6,Awal Bulan,3664500.0,955000.0
MIE SEDAAP GORENG ORIGINAL,2024,6,Tengah Bulan,935000.0,3664500.0
MIE SEDAAP KARI AYAM,2023,12,Akhir Bulan,396000.0,
MIE SEDAAP KARI AYAM,2023,12,Awal Bulan,350500.0,396000.0
MIE SEDAAP KARI AYAM,2023,12,Tengah Bulan,344000.0,350500.0
MIE SEDAAP KARI AYAM,2024,1,Akhir Bulan,396000.0,
MIE SEDAAP KARI AYAM,2024,1,Awal Bulan,281500.0,396000.0
MIE SEDAAP KARI AYAM,2024,1,Tengah Bulan,166500.0,281500.0
MIE SEDAAP KARI AYAM,2024,2,Akhir Bulan,40000.0,166500.0
MIE SEDAAP KARI AYAM,2024,2,Awal Bulan,698000.0,40000.0
MIE SEDAAP KARI AYAM,2024,2,Tengah Bulan,1406500.0,698000.0
MIE SEDAAP KARI AYAM,2024,3,Akhir Bulan,24000.0,1406500.0
MIE SEDAAP KARI AYAM,2024,3,Awal Bulan,169500.0,24000.0
MIE SEDAAP KARI AYAM,2024,4,Akhir Bulan,282000.0,169500.0
MIE SEDAAP KARI AYAM,2024,5,Akhir Bulan,628000.0,282000.0
MIE SEDAAP KARI AYAM,2024,5,Awal Bulan,146000.0,628000.0
MIE SEDAAP KARI AYAM,2024,5,Tengah Bulan,48000.0,146000.0
MIE SEDAAP KARI SPESIAL 76 G,2023,12,Akhir Bulan,560000.0,
MIE SEDAAP KARI SPESIAL 76 G,2023,12,Awal Bulan,412000.0,560000.0
MIE SEDAAP KARI SPESIAL 76 G,2023,12,Tengah Bulan,219000.0,412000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,1,Akhir Bulan,617500.0,
MIE SEDAAP KARI SPESIAL 76 G,2024,1,Awal Bulan,12000.0,617500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,1,Tengah Bulan,341500.0,12000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,2,Akhir Bulan,247500.0,341500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,2,Awal Bulan,177500.0,247500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,2,Tengah Bulan,866000.0,177500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,3,Akhir Bulan,218000.0,866000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,3,Awal Bulan,256500.0,218000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,3,Tengah Bulan,385000.0,256500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,4,Akhir Bulan,296000.0,385000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,4,Tengah Bulan,32000.0,296000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,5,Akhir Bulan,378500.0,32000.0
MIE SEDAAP KARI SPESIAL 76 G,2024,5,Awal Bulan,397000.0,378500.0
MIE SEDAAP KARI SPESIAL 76 G,2024,5,Tengah Bulan,19500.0,397000.0
MIE SEDAAP RASA SOTO,2023,12,Akhir Bulan,416500.0,
MIE SEDAAP RASA SOTO,2023,12,Awal Bulan,367500.0,416500.0
MIE SEDAAP RASA SOTO,2023,12,Tengah Bulan,306500.0,367500.0
MIE SEDAAP RASA SOTO,2024,1,Akhir Bulan,502500.0,
MIE SEDAAP RASA SOTO,2024,1,Awal Bulan,488000.0,502500.0
MIE SEDAAP RASA SOTO,2024,1,Tengah Bulan,382000.0,488000.0
MIE SEDAAP RASA SOTO,2024,2,Akhir Bulan,351500.0,382000.0
MIE SEDAAP RASA SOTO,2024,2,Awal Bulan,967500.0,351500.0
MIE SEDAAP RASA SOTO,2024,2,Tengah Bulan,790500.0,967500.0
MIE SEDAAP RASA SOTO,2024,3,Akhir Bulan,84500.0,790500.0
MIE SEDAAP RASA SOTO,2024,3,Awal Bulan,260000.0,84500.0
MIE SEDAAP RASA SOTO,2024,3,Tengah Bulan,254000.0,260000.0
MIE SEDAAP RASA SOTO,2024,4,Akhir Bulan,534500.0,254000.0
MIE SEDAAP RASA SOTO,2024,4,Tengah Bulan,82000.0,534500.0
MIE SEDAAP RASA SOTO,2024,5,Akhir Bulan,721500.0,82000.0
MIE SEDAAP RASA SOTO,2024,5,Awal Bulan,373500.0,721500.0
MIE SEDAAP RASA SOTO,2024,5,Tengah Bulan,426500.0,373500.0
MIE SEDAAP RASA SOTO,2024,6,Awal Bulan,1199500.0,426500.0
MIE SEDAAP RASA SOTO,2024,6,Tengah Bulan,959500.0,1199500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2023,12,Akhir Bulan,306500.0,
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2023,12,Awal Bulan,464500.0,306500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2023,12,Tengah Bulan,259500.0,464500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,1,Akhir Bulan,420500.0,
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,1,Awal Bulan,373500.0,420500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,1,Tengah Bulan,461500.0,373500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,2,Akhir Bulan,437500.0,461500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,2,Awal Bulan,258500.0,437500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,2,Tengah Bulan,239500.0,258500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,3,Awal Bulan,500000.0,239500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,3,Tengah Bulan,357500.0,500000.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,4,Akhir Bulan,26000.0,357500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,5,Akhir Bulan,248500.0,26000.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,5,Awal Bulan,632000.0,248500.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,5,Tengah Bulan,560500.0,632000.0
MIE SEDAAP SELECTION KOREAN CHEESE BULDAK,2024,6,Awal Bulan,484000.0,560500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2023,12,Akhir Bulan,467000.0,
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2023,12,Awal Bulan,180500.0,467000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2023,12,Tengah Bulan,538500.0,180500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,1,Akhir Bulan,376000.0,
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,1,Tengah Bulan,517000.0,376000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,2,Akhir Bulan,361800.0,517000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,2,Awal Bulan,147000.0,361800.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,2,Tengah Bulan,482000.0,147000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,3,Akhir Bulan,176500.0,482000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,3,Awal Bulan,147500.0,176500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,3,Tengah Bulan,48000.0,147500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,4,Akhir Bulan,285000.0,48000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,4,Tengah Bulan,23000.0,285000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,5,Akhir Bulan,143500.0,23000.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,5,Awal Bulan,89500.0,143500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,5,Tengah Bulan,479000.0,89500.0
MIE SEDAAP SELECTION KOREAN SPICY KUAH77 G,2024,6,Tengah Bulan,60500.0,479000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2023,12,Akhir Bulan,441000.0,
MIE SEDAAP SELECTION SINGAPORE 83 G,2023,12,Awal Bulan,594000.0,441000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2023,12,Tengah Bulan,242000.0,594000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,1,Akhir Bulan,525000.0,
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,1,Tengah Bulan,439500.0,525000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,2,Akhir Bulan,444500.0,439500.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,2,Awal Bulan,204500.0,444500.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,2,Tengah Bulan,754500.0,204500.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,3,Akhir Bulan,107000.0,754500.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,3,Tengah Bulan,46500.0,107000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,4,Akhir Bulan,548000.0,46500.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,4,Tengah Bulan,250000.0,548000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,5,Akhir Bulan,23000.0,250000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,5,Awal Bulan,1178500.0,23000.0
MIE SEDAAP SELECTION SINGAPORE 83 G,2024,5,Tengah Bulan,472000.0,1178500.0
MIE SEDAAP SELERO PADANG 88 G,2023,12,Akhir Bulan,476500.0,
MIE SEDAAP SELERO PADANG 88 G,2023,12,Awal Bulan,313500.0,476500.0
MIE SEDAAP SELERO PADANG 88 G,2023,12,Tengah Bulan,330500.0,313500.0
MIE SEDAAP SELERO PADANG 88 G,2024,1,Akhir Bulan,302500.0,
MIE SEDAAP SELERO PADANG 88 G,2024,1,Awal Bulan,452000.0,302500.0
MIE SEDAAP SELERO PADANG 88 G,2024,1,Tengah Bulan,294500.0,452000.0
MIE SEDAAP SELERO PADANG 88 G,2024,2,Akhir Bulan,134500.0,294500.0
MIE SEDAAP SELERO PADANG 88 G,2024,2,Awal Bulan,552500.0,134500.0
MIE SEDAAP SELERO PADANG 88 G,2024,2,Tengah Bulan,2155500.0,552500.0
MIE SEDAAP SELERO PADANG 88 G,2024,3,Akhir Bulan,222500.0,2155500.0
MIE SEDAAP SELERO PADANG 88 G,2024,3,Awal Bulan,343000.0,222500.0
MIE SEDAAP SELERO PADANG 88 G,2024,3,Tengah Bulan,8000.0,343000.0
MIE SEDAAP SELERO PADANG 88 G,2024,4,Akhir Bulan,307000.0,8000.0
MIE SEDAAP SELERO PADANG 88 G,2024,4,Tengah Bulan,43000.0,307000.0
MIE SEDAAP SELERO PADANG 88 G,2024,5,Akhir Bulan,327000.0,43000.0
MIE SEDAAP SELERO PADANG 88 G,2024,5,Awal Bulan,1150500.0,327000.0
MIE SEDAAP SELERO PADANG 88 G,2024,5,Tengah Bulan,553000.0,1150500.0
MIE SEDAAP SELERO PADANG 88 G,2024,6,Awal Bulan,426000.0,553000.0
MIE SEDAAP WHITE CURRY 81 G,2023,12,Akhir Bulan,475000.0,
MIE SEDAAP WHITE CURRY 81 G,2023,12,Awal Bulan,287000.0,475000.0
MIE SEDAAP WHITE CURRY 81 G,2023,12,Tengah Bulan,263000.0,287000.0
MIE SEDAAP WHITE CURRY 81 G,2024,1,Akhir Bulan,488000.0,
MIE SEDAAP WHITE CURRY 81 G,2024,1,Tengah Bulan,493500.0,488000.0
MIE SEDAAP WHITE CURRY 81 G,2024,2,Akhir Bulan,293500.0,493500.0
MIE SEDAAP WHITE CURRY 81 G,2024,2,Awal Bulan,185000.0,293500.0
MIE SEDAAP WHITE CURRY 81 G,2024,2,Tengah Bulan,416500.0,185000.0
MIE SEDAAP WHITE CURRY 81 G,2024,3,Akhir Bulan,10000.0,416500.0
MIE SEDAAP WHITE CURRY 81 G,2024,3,Awal Bulan,224000.0,10000.0
MIE SEDAAP WHITE CURRY 81 G,2024,3,Tengah Bulan,12500.0,224000.0
MIE SEDAAP WHITE CURRY 81 G,2024,4,Akhir Bulan,277000.0,12500.0
MIE SEDAAP WHITE CURRY 81 G,2024,5,Akhir Bulan,73500.0,277000.0
MIE SEDAAP WHITE CURRY 81 G,2024,5,Awal Bulan,52000.0,73500.0
MIE SEDAAP WHITE CURRY 81 G,2024,5,Tengah Bulan,304500.0,52000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2023,12,Akhir Bulan,398500.0,
MIE SUKSESS IS 2 RASA AYAM BAWANG,2023,12,Awal Bulan,278500.0,398500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2023,12,Tengah Bulan,263500.0,278500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,1,Akhir Bulan,277000.0,
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,1,Awal Bulan,599000.0,277000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,1,Tengah Bulan,265500.0,599000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,2,Akhir Bulan,504500.0,265500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,2,Awal Bulan,518500.0,504500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,2,Tengah Bulan,938500.0,518500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,3,Akhir Bulan,75000.0,938500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,3,Awal Bulan,495000.0,75000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,3,Tengah Bulan,20500.0,495000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,4,Akhir Bulan,847000.0,20500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,4,Tengah Bulan,32000.0,847000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,5,Akhir Bulan,392500.0,32000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,5,Awal Bulan,411000.0,392500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,5,Tengah Bulan,787500.0,411000.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,6,Awal Bulan,823000.0,787500.0
MIE SUKSESS IS 2 RASA AYAM BAWANG,2024,6,Tengah Bulan,47000.0,823000.0
MIKAKO AYAM BAWANG,2023,12,Akhir Bulan,1768200.0,
MIKAKO AYAM BAWANG,2023,12,Awal Bulan,1136220.0,1768200.0
MIKAKO AYAM BAWANG,2023,12,Tengah Bulan,616360.0,1136220.0
MIKAKO AYAM BAWANG,2024,1,Akhir Bulan,1065000.0,
MIKAKO AYAM BAWANG,2024,1,Awal Bulan,10000.0,1065000.0
MIKAKO AYAM BAWANG,2024,1,Tengah Bulan,636000.0,10000.0
MIKAKO AYAM BAWANG,2024,2,Akhir Bulan,893000.0,636000.0
MIKAKO AYAM BAWANG,2024,2,Awal Bulan,1276700.0,893000.0
MIKAKO AYAM BAWANG,2024,2,Tengah Bulan,77500.0,1276700.0
MIKAKO AYAM BAWANG,2024,3,Awal Bulan,919860.0,77500.0
MIKAKO AYAM BAWANG,2024,4,Akhir Bulan,848000.0,919860.0
MIKAKO AYAM BAWANG,2024,5,Akhir Bulan,651000.0,848000.0
MIKAKO AYAM BAWANG,2024,5,Awal Bulan,490000.0,651000.0
MIKAKO AYAM BAWANG,2024,5,Tengah Bulan,1067500.0,490000.0
MIKAKO AYAM BAWANG,2024,6,Awal Bulan,1122000.0,1067500.0
MIKAKO AYAM BAWANG,2024,6,Tengah Bulan,561500.0,1122000.0
MIKAKO AYAM GEPREK,2023,12,Akhir Bulan,527000.0,
MIKAKO AYAM GEPREK,2023,12,Awal Bulan,712360.0,527000.0
MIKAKO AYAM GEPREK,2023,12,Tengah Bulan,530360.0,712360.0
MIKAKO AYAM GEPREK,2024,1,Akhir Bulan,1060360.0,
MIKAKO AYAM GEPREK,2024,1,Tengah Bulan,970720.0,1060360.0
MIKAKO AYAM GEPREK,2024,2,Akhir Bulan,1013750.0,970720.0
MIKAKO AYAM GEPREK,2024,2,Awal Bulan,604000.0,1013750.0
MIKAKO AYAM GEPREK,2024,2,Tengah Bulan,1173900.0,604000.0
MIKAKO AYAM GEPREK,2024,3,Akhir Bulan,245500.0,1173900.0
MIKAKO AYAM GEPREK,2024,3,Awal Bulan,108000.0,245500.0
MIKAKO AYAM GEPREK,2024,3,Tengah Bulan,78500.0,108000.0
MIKAKO AYAM GEPREK,2024,4,Akhir Bulan,658500.0,78500.0
MIKAKO AYAM GEPREK,2024,4,Tengah Bulan,82000.0,658500.0
MIKAKO AYAM GEPREK,2024,5,Akhir Bulan,146500.0,82000.0
MIKAKO AYAM GEPREK,2024,5,Awal Bulan,562500.0,146500.0
MIKAKO AYAM GEPREK,2024,5,Tengah Bulan,950500.0,562500.0
MIKAKO AYAM GEPREK,2024,6,Awal Bulan,1225500.0,950500.0
MIKAKO AYAM GEPREK,2024,6,Tengah Bulan,892500.0,1225500.0
MIKAKO BAWANG,2023,12,Akhir Bulan,617500.0,
MIKAKO BAWANG,2023,12,Awal Bulan,1150000.0,617500.0
MIKAKO BAWANG,2023,12,Tengah Bulan,574000.0,1150000.0
MIKAKO BAWANG,2024,1,Akhir Bulan,1427500.0,
MIKAKO BAWANG,2024,1,Tengah Bulan,1019500.0,1427500.0
MIKAKO BAWANG,2024,2,Akhir Bulan,1297500.0,1019500.0
MIKAKO BAWANG,2024,2,Awal Bulan,833500.0,1297500.0
MIKAKO BAWANG,2024,2,Tengah Bulan,913870.0,833500.0
MIKAKO BAWANG,2024,3,Akhir Bulan,100000.0,913870.0
MIKAKO BAWANG,2024,3,Awal Bulan,169000.0,100000.0
MIKAKO BAWANG,2024,3,Tengah Bulan,600000.0,169000.0
MIKAKO BAWANG,2024,4,Akhir Bulan,697300.0,600000.0
MIKAKO BAWANG,2024,4,Tengah Bulan,72000.0,697300.0
MIKAKO BAWANG,2024,5,Akhir Bulan,1258000.0,72000.0
MIKAKO BAWANG,2024,5,Awal Bulan,462500.0,1258000.0
MIKAKO BAWANG,2024,5,Tengah Bulan,1215500.0,462500.0
MIKAKO BAWANG,2024,6,Awal Bulan,1101000.0,1215500.0
MIKAKO BAWANG,2024,6,Tengah Bulan,743500.0,1101000.0
MIKAKO KIMCHI,2023,12,Akhir Bulan,1291860.0,
MIKAKO KIMCHI,2023,12,Awal Bulan,934500.0,1291860.0
MIKAKO KIMCHI,2023,12,Tengah Bulan,659360.0,934500.0
MIKAKO KIMCHI,2024,1,Akhir Bulan,1402500.0,
MIKAKO KIMCHI,2024,1,Awal Bulan,684720.0,1402500.0
MIKAKO KIMCHI,2024,1,Tengah Bulan,700500.0,684720.0
MIKAKO KIMCHI,2024,2,Akhir Bulan,1214500.0,700500.0
MIKAKO KIMCHI,2024,2,Awal Bulan,763000.0,1214500.0
MIKAKO KIMCHI,2024,2,Tengah Bulan,1112500.0,763000.0
MIKAKO KIMCHI,2024,3,Akhir Bulan,145500.0,1112500.0
MIKAKO KIMCHI,2024,3,Awal Bulan,115500.0,145500.0
MIKAKO KIMCHI,2024,3,Tengah Bulan,135000.0,115500.0
MIKAKO KIMCHI,2024,4,Akhir Bulan,664500.0,135000.0
MIKAKO KIMCHI,2024,4,Tengah Bulan,136000.0,664500.0
MIKAKO KIMCHI,2024,5,Akhir Bulan,1082500.0,136000.0
MIKAKO KIMCHI,2024,5,Awal Bulan,293500.0,1082500.0
MIKAKO KIMCHI,2024,5,Tengah Bulan,1107000.0,293500.0
MIKAKO KIMCHI,2024,6,Awal Bulan,1116000.0,1107000.0
MIKAKO KIMCHI,2024,6,Tengah Bulan,834000.0,1116000.0
MIKAKO MIE GORENG,2023,12,Awal Bulan,550500.0,
MIKAKO MIE GORENG,2024,1,Akhir Bulan,810500.0,
MIKAKO MIE GORENG,2024,1,Tengah Bulan,823220.0,810500.0
MIKAKO MIE GORENG,2024,2,Akhir Bulan,1154500.0,823220.0
MIKAKO MIE GORENG,2024,2,Awal Bulan,1217500.0,1154500.0
MIKAKO MIE GORENG,2024,2,Tengah Bulan,94500.0,1217500.0
MIKAKO MIE GORENG,2024,5,Akhir Bulan,756500.0,94500.0
MIKAKO MIE GORENG,2024,5,Awal Bulan,339000.0,756500.0
MIKAKO MIE GORENG,2024,5,Tengah Bulan,1124000.0,339000.0
MIKAKO MIE GORENG,2024,6,Awal Bulan,844000.0,1124000.0
MIKAKO MIE GORENG,2024,6,Tengah Bulan,389000.0,844000.0
MIKAKO RICA AYAM,2023,12,Akhir Bulan,689500.0,
MIKAKO RICA AYAM,2023,12,Awal Bulan,354000.0,689500.0
MIKAKO RICA AYAM,2023,12,Tengah Bulan,573000.0,354000.0
MIKAKO RICA AYAM,2024,1,Akhir Bulan,628500.0,
MIKAKO RICA AYAM,2024,1,Awal Bulan,149000.0,628500.0
MIKAKO RICA AYAM,2024,1,Tengah Bulan,314000.0,149000.0
MIKAKO RICA AYAM,2024,2,Akhir Bulan,725500.0,314000.0
MIKAKO RICA AYAM,2024,2,Awal Bulan,762060.0,725500.0
MIKAKO RICA AYAM,2024,2,Tengah Bulan,1102000.0,762060.0
MIKAKO RICA AYAM,2024,3,Akhir Bulan,142000.0,1102000.0
MIKAKO RICA AYAM,2024,3,Awal Bulan,302000.0,142000.0
MIKAKO RICA AYAM,2024,3,Tengah Bulan,176500.0,302000.0
MIKAKO RICA AYAM,2024,4,Akhir Bulan,1093800.0,176500.0
MIKAKO RICA AYAM,2024,4,Tengah Bulan,60500.0,1093800.0
MIKAKO RICA AYAM,2024,5,Akhir Bulan,527000.0,60500.0
MIKAKO RICA AYAM,2024,5,Awal Bulan,153000.0,527000.0
MIKAKO RICA AYAM,2024,5,Tengah Bulan,515000.0,153000.0
MIKAKO RICA AYAM,2024,6,Awal Bulan,852500.0,515000.0
MIKAKO RICA AYAM,2024,6,Tengah Bulan,266500.0,852500.0
MIKAKO RUMPUT LAUT,2023,12,Akhir Bulan,1448700.0,
MIKAKO RUMPUT LAUT,2023,12,Awal Bulan,1107220.0,1448700.0
MIKAKO RUMPUT LAUT,2023,12,Tengah Bulan,652000.0,1107220.0
MIKAKO RUMPUT LAUT,2024,1,Akhir Bulan,1583000.0,
MIKAKO RUMPUT LAUT,2024,1,Awal Bulan,730000.0,1583000.0
MIKAKO RUMPUT LAUT,2024,1,Tengah Bulan,869000.0,730000.0
MIKAKO RUMPUT LAUT,2024,2,Akhir Bulan,1220000.0,869000.0
MIKAKO RUMPUT LAUT,2024,2,Awal Bulan,737000.0,1220000.0
MIKAKO RUMPUT LAUT,2024,2,Tengah Bulan,876000.0,737000.0
MIKAKO RUMPUT LAUT,2024,3,Akhir Bulan,294000.0,876000.0
MIKAKO RUMPUT LAUT,2024,3,Awal Bulan,182500.0,294000.0
MIKAKO RUMPUT LAUT,2024,3,Tengah Bulan,490000.0,182500.0
MIKAKO RUMPUT LAUT,2024,4,Akhir Bulan,307000.0,490000.0
MIKAKO RUMPUT LAUT,2024,4,Tengah Bulan,148500.0,307000.0
MIKAKO RUMPUT LAUT,2024,5,Akhir Bulan,459500.0,148500.0
MIKAKO RUMPUT LAUT,2024,5,Awal Bulan,521000.0,459500.0
MIKAKO RUMPUT LAUT,2024,5,Tengah Bulan,1336500.0,521000.0
MIKAKO RUMPUT LAUT,2024,6,Awal Bulan,475000.0,1336500.0
MIKAKO RUMPUT LAUT,2024,6,Tengah Bulan,363500.0,475000.0
MIKAKO SAMBAL BALADO,2023,12,Akhir Bulan,1491590.0,
MIKAKO SAMBAL BALADO,2023,12,Awal Bulan,927220.0,1491590.0
MIKAKO SAMBAL BALADO,2023,12,Tengah Bulan,721360.0,927220.0
MIKAKO SAMBAL BALADO,2024,1,Akhir Bulan,1209500.0,
MIKAKO SAMBAL BALADO,2024,1,Awal Bulan,663220.0,1209500.0
