"KdBarang","NmBarang","Bulan","Tahun","TotalTerjual"
"8,99E+12",GILLETTE GOAL PAC,6,2024,12
"8,99E+12",POCKY COKKIESCREAM  40G,6,2024,4
"8,99E+12",OREO 137 CHO,6,2024,12
"8,99E+12",OREO 137 GR DOUBLE DELIGHT,6,2024,5
"8,99E+12",OREO 137 VAN,6,2024,6
"8,99E+12",HAPPYTOS HIJAU 160GR,6,2024,16
"8,99E+12",PANADOL EXTRA,6,2024,1
"8,99E+12",PILUS SAPI PANGGANG,6,2024,47
"8,99E+12",PARFUM GATSBY INTERNTION,6,2024,2
"8,99E+12",KAPALAPI FRESCO 158GR,6,2024,5
"8,99E+12",SARI ROTI DORAYAKI CHOCO PEANUT,6,2024,3
"8,99E+12",SARI ROTI CHEESE CAKE ORI,6,2024,7
"8,99E+12",SARI ROTI CHEESE CAKE CHO,6,2024,7
"8,99E+12",SARI ROTI BOLU KUKUS,6,2024,30
"8,99E+12",SARI KUE DORAYAKI,6,2024,41
"8,99E+12",SAOS TERIYAKI BTL 135ML,6,2024,1
"8,99E+12",SAORI SAUS TIRAM,6,2024,12
"8,99E+12",NABATI WAFER 50GR RASPBERRY,6,2024,8
"8,99E+12",KAPAS SELECTION 35,6,2024,2
"8,99E+12",GARNIER MEN TURBOLIGHT COOLING FOAM R100 ML,6,2024,1
"8,99E+12",SAORI SAUS BULGOGI,6,2024,10
"8,99E+12",GARNIER MEN TURBOLIGHT SUPER DUO FOAM R50 ML,6,2024,2
"8,99E+12",NABATI WAFER CKLT KELAPA,6,2024,135
"8,99E+12",GARNIER MEN WASB 50 ML,6,2024,1
"8,99E+12",SARI ROTI DORAYAKI COKLAT,6,2024,58
"8,99E+12",SANWICH WAFER SELAMAT ORI 198G,6,2024,12
"8,99E+12",KAPAL API SPC 380G,6,2024,7
"8,99E+12",NABATI WAFER KEJU,6,2024,33
"8,99E+12",GARUDA KACANG KULIT 27 G,6,2024,60
"8,99E+12",KAPAL API GULA AREN SEPECIAL MIX,6,2024,4
"8,99E+12",GARUDA KCNG  KULIT 75 GR,6,2024,16
"8,99E+12",GARUDA KCNG ATOM 70,6,2024,8
"8,99E+12",NABATI WAFER RICHOCO 110,6,2024,34
"8,99E+12",GARUDA KCNG KLT 85 BWNG,6,2024,20
"8,99E+12",GARUDA KCNG KULIT 200,6,2024,10
"8,99E+12",KAPAL API 30GR,6,2024,3
"8,99E+12",KAHF SKIN ENERGIZING&BRIGHT100ML,6,2024,27
"8,99E+12",GARUDA OCORN,6,2024,9
"8,99E+12",SARI ROTI LAPIS BAMKUHEN,6,2024,11
"8,99E+12",SARI ROTI SOBEK SARIKAYA,6,2024,22
"8,99E+12",SARI ROTI SOBEK DUO COKELAT,6,2024,6
"8,99E+12",SARI ROTI SOBEK COKLAT,6,2024,32
"8,99E+12",SARI ROTI SOBEK CHO KEJU,6,2024,27
"8,99E+12",SARI ROTI SOBEK BLUEBERRY,6,2024,23
"8,99E+12",SARI ROTI SISIR MENTEGA,6,2024,22
"8,99E+12",SARI ROTI SANDWICH SRIKAYA MEDAN,6,2024,39
"8,99E+12",SARI ROTI SANDWICH KEJU,6,2024,38
"8,99E+12",SARI ROTI SANDWICH KACANG,6,2024,37
"8,99E+12",SARI ROTI SANDWICH CHO,6,2024,197
"8,99E+12",SARI ROTI SANDWICH BLUEBERY,6,2024,24
"8,99E+12",SARI ROTI SAND KLASIK,6,2024,23
"8,99E+12",SARI ROTI LAPIS BAMKUHEN CO,6,2024,11
"8,99E+12",GARUDA PILUS MIE GORENG 20G,6,2024,69
"8,99E+12",SARI ROTI KUE PUTU PANDAN,6,2024,6
"8,99E+12",SARI ROTI KRIM MOCCA,6,2024,30
"8,99E+12",SARI ROTI KRIM KEJU,6,2024,32
"8,99E+12",SARI ROTI KRIM COKLT VAN,6,2024,27
"8,99E+12",SARI ROTI KRIM COKLAT,6,2024,31
"8,99E+12",SARI ROTI KISMIS/RAISIN,6,2024,35
"8,99E+12",SARI ROTI KASUR SUSU,6,2024,20
"8,99E+12",SARI ROTI KASUR KRIM MESSES,6,2024,26
"8,99E+12",SARI ROTI KASUR KEJU,6,2024,24
"8,99E+12",SARI ROTI ISI COKLAT,6,2024,564
"8,99E+12",SARI ROTI ISI CHO KEJU,6,2024,140
"8,99E+12",SARI ROTI DORAYAKI HONEY,6,2024,12
"8,99E+12",SARI ROTI DORAYAKI HOKKAIDO,6,2024,4
"8,99E+12",JF SULFUR HIJAU 65,6,2024,4
"8,99E+12",GARUDA SLONDOK BALADO,6,2024,10
"8,99E+12",JF SULFUR MLD 65GR,6,2024,2
"8,99E+12",SABUN ZEN SEA SALT BIRU,6,2024,7
"8,99E+12",NEXTAR BROWNIS CO,6,2024,131
"8,99E+12",GATSBY POMADE STYLING,6,2024,2
"8,99E+12",GATSBY POMADE30GR SUPREME GR,6,2024,2
"8,99E+12",SABUN ZEN RED SHISO,6,2024,7
"8,99E+12",GATSBY PRIME DARK LEATHER,6,2024,1
"8,99E+12",SABUN ZEN PINK,6,2024,1
"8,99E+12",NEXTAR COOKIES GOGUMA 90g,6,2024,10
"8,99E+12",SABUN SHINZUI SAKURA,6,2024,12
"8,99E+12",JF SULFUR KUNING 65,6,2024,5
"8,99E+12",SABUN SHINZUI REG,6,2024,11
"8,99E+12",GARUDA ROSTA WAGYU BEEF 100G,6,2024,10
"8,99E+12",GATSBY SPLSH GREAT SKY 175,6,2024,1
"8,99E+12",GATSBY SPLSH WILD FOREST 175,6,2024,3
"8,99E+12",GATSBY STYLING HITAM 30GR,6,2024,2
"8,99E+12",NEXTAR COOKIES KOREAN GOGUMA,6,2024,100
"8,99E+12",SABUN SHINZUI HANA,6,2024,12
"8,99E+12",JEPIT JEMURAN DISTRA,6,2024,1
"8,99E+12",INTRA WANGI JAHE,6,2024,20
"8,99E+12",INDOMILK UHT 200 VAN,6,2024,58
"8,99E+12",SABUN SHINZUI 95 KENSHO,6,2024,10
"8,99E+12",NEXTAR KRIMERO,6,2024,1
"8,99E+12",INDOMILK UHT 200 CHO,6,2024,120
"8,99E+12",SABUN JF DULFUR GREEN,6,2024,2
"8,99E+12",NEXTAR KRIMERO BERRY,6,2024,99
"8,99E+12",SAJIKU NASI GORENG KECAP 20 G,6,2024,11
"8,99E+12",KAHF OIL&ACNE CARE100ML,6,2024,35
"8,99E+12",KAHF GENTLE EXFOLIATING100ML,6,2024,26
"8,99E+12",SALONPAS HOT,6,2024,6
"8,99E+12",GARUDA ROSTA  PANGGANG,6,2024,16
"8,99E+12",SALONPAS,6,2024,6
"8,99E+12",NEOZEP,6,2024,1
"8,99E+12",GARUDA ROSTA 100GR,6,2024,10
"8,99E+12",SAJIKU TEPUNG BUMBU PEDAS,6,2024,1
"8,99E+12",KAHF FW OIL DAN COMEDO,6,2024,21
"8,99E+12",SAJIKU NASI GORENG PEDAS20 G,6,2024,11
"8,99E+12",NESCAFE BIS KO0FEE 220ML,6,2024,14
"8,99E+12",GARUDA ROSTA 12GR,6,2024,141
"8,99E+12",GARUDA ROSTA JAGUNG MANIS 100G,6,2024,1
"8,99E+12",SARI ROTI SOBEK STRAW,6,2024,20
"8,99E+12",NESCAFE ORI 3IN1,6,2024,59
"8,99E+12",SAJIKU NASI GORENG AYAM 20 G,6,2024,9
"8,99E+12",NESTLE PURE LIFE 600ML,6,2024,87
"8,99E+12",GARUDA ROSTA KACANG PEDAS,6,2024,10
"8,99E+12",NEXTAR 42GR PINEAPPLE,6,2024,55
"8,99E+12",GARUDA ROSTA PANGGANG JAGUNG MANIS,6,2024,25
"8,99E+12",SAFARI MESES,6,2024,3
"8,99E+12",SABUN ZEN WITH SANDLWOOD,6,2024,15
"8,99E+12",NEXTAR 42GR STRAW,6,2024,56
"8,99E+12",JOLLY FT 250,6,2024,38
"8,99E+12",GARUDA ROSTA PEDAS 11 G,6,2024,24
"8,99E+12",SABUN ZEN WHITE PURE TEA TREE,6,2024,16
"8,99E+12",JOLLY 560G,6,2024,14
"8,99E+12",STELLA MATIC REF LEMON 225 ML,6,2024,1
"8,99E+12",WAFER TANGGO 7 G,6,2024,22
"8,99E+12",TANGGO SERIES JVMOCCA 130G,6,2024,5
"8,99E+12",STELLA 70G SENSATION,6,2024,7
"8,99E+12",WAFER SELAMAT 60 CHO,6,2024,11
"8,99E+12",YOGURT CIMORY STRAW 200ML,6,2024,96
"8,99E+12",SUN KARA,6,2024,1
"8,99E+12",ZEN BW 450 PINK,6,2024,7
"8,99E+12",WAFER SELAMAT 198 BLACK VAN,6,2024,4
"8,99E+12",ZEN BW 400ML ORANGE,6,2024,6
"8,99E+12",ZEN BW 450 BIRU,6,2024,8
"8,99E+12",WAFER CHOCOLATOS ROL KEJU,6,2024,46
"8,99E+12",WAFER DILAN CHO CARAMEL,6,2024,44
"8,99E+12",TWISTER 45 CHO,6,2024,6
"8,99E+12",STELLA REFILL MATIC APPLE FIESTA 225 ML,6,2024,2
"8,99E+12",WAFER TANGO STW 7,6,2024,12
"8,99E+12",WELCO POMONA 140G JRK,6,2024,2
"8,99E+12",WARDAH PERFECT CREAMY FOAM R60 ML,6,2024,2
"8,99E+12",SPON PEMBERSIH,6,2024,2
"8,99E+12",WARDAH PERFECT CREAMY FOAM OIL R60 ML,6,2024,2
"8,99E+12",SPRITE 1LTR,6,2024,121
"8,99E+12",WELCO POMONO 140 COKLAT,6,2024,2
"8,99E+12",SPRITE 390,6,2024,117
"8,99E+12",SPRITE ZERO SUGAR,6,2024,21
"8,99E+12",ZEN SHISO ANTIBACTERIAL,6,2024,9
"8,99E+12",SQ ROCK`R 22 CHO,6,2024,36
"8,99E+12",STELLA 70G LEMON,6,2024,4
"8,99E+12",SQ ROCK`R 22 MILK,6,2024,44
"8,99E+12",STELA AIO CECERET LAVENDER 42G,6,2024,1
"8,99E+12",WAFER TANGO LONG VANILA 130G,6,2024,18
"8,99E+12",ZEN SABUN JPNS RED SHISO WITH JUPINER BERRIES,6,2024,6
"8,99E+12",ZEN SABUN BATANG JAPANES,6,2024,13
"8,99E+12",STELLA 70 APEL,6,2024,7
"8,99E+12",ZEN BW TEA TREE,6,2024,6
"8,99E+12",WAFER TANGO LONG CHO 145G,6,2024,15
"8,99E+12",WAFER TANGGO COKELAT 7 G,6,2024,16
"8,99E+12",ZEN BW 450 PUTIH,6,2024,7
"8,99E+12",TISU SMART,6,2024,17
"8,99E+12",TIME BREAK 48 G,6,2024,22
"8,99E+12",TIME BREAK GOGUMA 1000,6,2024,30
"8,99E+12",TISU MOOI 150 SHEET,6,2024,1
"8,99E+12",VAPE LAVENDER JUMBO,6,2024,6
"8,99E+12",TISU MOOI BIRU 180 SHEET,6,2024,4
"8,99E+12",TISU MOOI MERAH 250 SHEET,6,2024,2
"8,99E+12",YUPI GUMMY STRAW KISS 120G,6,2024,2
"8,99E+12",TISU PASEO MINION MINI,6,2024,2
"8,99E+12",VAPE BAKAR JMB PREMIUM,6,2024,2
"8,99E+12",TANGO SASSY STRAWBERRY 110g,6,2024,9
"8,99E+12",TONG TJI CELUP 255,6,2024,1
"8,99E+12",TOP 20 STRAW,6,2024,67
"8,99E+12",TOP DELFI 20 BLACK WHT,6,2024,136
"8,99E+12",TWISTER MINIS 80 CHO,6,2024,5
"8,99E+12",TOP DELFI 20 CHO,6,2024,113
"8,99E+12",TOP DELFI STRAW 11 GR,6,2024,1
"8,99E+12",TOP DELFI TRIPLE CHO,6,2024,73
"8,99E+12",TWISTER MINIS 80 BLACK,6,2024,8
"8,99E+12",TWISTER 45 BLACK VAN,6,2024,4
"8,99E+12",VITACIMIN ORANGE,6,2024,12
"8,99E+12",VEGETA ORANGE,6,2024,12
"8,99E+12",TANGO CHOCO TIRAMISU 130G,6,2024,18
"8,99E+12",WAFER CHOCOLATOS CREAM,6,2024,7
"8,99E+12",TEH DANDANG JASMINE 25,6,2024,2
"8,99E+12",TEH GELAS 350 ML,6,2024,77
"8,99E+12",VITACIMIN SWEETLET,6,2024,15
"8,99E+12",TEH GOPEK,6,2024,4
"8,99E+12",TEH GOPEK CELUP,6,2024,1
"8,99E+12",TEH SISRI APEL,6,2024,12
"8,99E+12",TEPUNG TAPIOKA PAK TANI,6,2024,1
"8,99E+12",TESSA 200 SHEETS,6,2024,8
"8,99E+12",TESSA 50`S TP-11,6,2024,6
"8,99E+12",TIC TIC SAMBEL COLEK,6,2024,22
"8,99E+12",VITACIMIN FRUIT,6,2024,1
"8,99E+12",TIC TIC SPCY GARLIC,6,2024,1
"8,99E+12",TIC TIC STIK BAWANG 34,6,2024,2
"8,99E+12",VITACIMIN BLUBERY,6,2024,13
"8,99E+12",TIC TIC STIK BAWANG 70GR,6,2024,20
"8,99E+12",TIME BREAK 20G,6,2024,44
"80051671",NUTELLA HAZELNUT COCOA,6,2024,4
"801",KTR ROTI WIJEN BAROKAH,1,2024,1
"8081",CD RICKY,12,2023,1
"8082",KTR TES SINGKONG KEJU BALL,2,2024,1
"84017",METERAI TEMPEL 10000,4,2024,2
"84017",METERAI TEMPEL 10000,5,2024,1
"85221",SISIR RAMBUT BULAT,1,2024,4
"85221",SISIR RAMBUT BULAT,2,2024,4
"852220",SABUK HITAM LIAMNEESON,4,2024,16
"852220",SABUK HITAM LIAMNEESON,5,2024,6
"883131987",AICE FRUIZZY BLUEBERRY,5,2024,2
"883131987",AICE FRUIZZY BLUEBERRY,6,2024,1
"88889992222",BANTAL TIDUR,12,2023,9
"88889992222",BANTAL TIDUR,4,2024,13
"88889992223",BANTAL GULING TIDUR,12,2023,7
"88889992223",BANTAL GULING TIDUR,1,2024,7
"88889992223",BANTAL GULING TIDUR,2,2024,4
"88889992223",BANTAL GULING TIDUR,4,2024,18
"88889992223",BANTAL GULING TIDUR,6,2024,2
"88997766123",GUNTING KUKU NAIL CLIPPER,4,2024,1
"8925646595",SEDOTAN PUTIH,12,2023,3
"8925646595",SEDOTAN PUTIH,1,2024,8
"8925646595",SEDOTAN PUTIH,2,2024,12
"8925646595",SEDOTAN PUTIH,3,2024,1
"8925646595",SEDOTAN PUTIH,5,2024,4
"8925646595",SEDOTAN PUTIH,6,2024,1
"89658565",BOTOL MINUM KECIL CLIO,6,2024,1
"89686010015",INDOMIE AYAM BAWANG 69 G,12,2023,30
"89686010015",INDOMIE AYAM BAWANG 69 G,1,2024,18
"89686010015",INDOMIE AYAM BAWANG 69 G,2,2024,24
"89686010015",INDOMIE AYAM BAWANG 69 G,5,2024,40
"89686010015",INDOMIE AYAM BAWANG 69 G,6,2024,47
"89686010046",INDOMIE AYAM SPESIAL 68 G,12,2023,9
"89686010046",INDOMIE AYAM SPESIAL 68 G,1,2024,29
"89686010046",INDOMIE AYAM SPESIAL 68 G,2,2024,32
"89686010046",INDOMIE AYAM SPESIAL 68 G,3,2024,6
"89686010046",INDOMIE AYAM SPESIAL 68 G,4,2024,3
"89686010046",INDOMIE AYAM SPESIAL 68 G,5,2024,23
"89686010046",INDOMIE AYAM SPESIAL 68 G,6,2024,17
"89686010107",INDOME KUAH KALDU AYAM,12,2023,7
"89686010107",INDOME KUAH KALDU AYAM,1,2024,27
"89686010107",INDOME KUAH KALDU AYAM,2,2024,8
"89686010107",INDOME KUAH KALDU AYAM,5,2024,35
"89686010107",INDOME KUAH KALDU AYAM,6,2024,7
"89686010343",INDOME SOTO MIE,12,2023,3
"89686010343",INDOME SOTO MIE,1,2024,36
"89686010343",INDOME SOTO MIE,2,2024,4
"89686010343",INDOME SOTO MIE,5,2024,17
"89686010343",INDOME SOTO MIE,6,2024,46
"89686010527",INDOMIE KARI AYAM 72 G,12,2023,58
"89686010527",INDOMIE KARI AYAM 72 G,1,2024,22
"89686010527",INDOMIE KARI AYAM 72 G,2,2024,16
"89686010527",INDOMIE KARI AYAM 72 G,3,2024,13
"89686010527",INDOMIE KARI AYAM 72 G,4,2024,25
"89686010527",INDOMIE KARI AYAM 72 G,5,2024,48
"89686010527",INDOMIE KARI AYAM 72 G,6,2024,21
"89686010718",INDOMIE CABE IJO,12,2023,110
"89686010718",INDOMIE CABE IJO,1,2024,98
"89686010718",INDOMIE CABE IJO,2,2024,89
"89686010718",INDOMIE CABE IJO,3,2024,42
"89686010718",INDOMIE CABE IJO,4,2024,82
"89686010718",INDOMIE CABE IJO,5,2024,120
"89686010718",INDOMIE CABE IJO,6,2024,64
"89686010947",INDOMIE GORENG ORIGINAL,12,2023,110
"89686010947",INDOMIE GORENG ORIGINAL,1,2024,80
"89686010947",INDOMIE GORENG ORIGINAL,2,2024,80
"89686010947",INDOMIE GORENG ORIGINAL,3,2024,43
"89686010947",INDOMIE GORENG ORIGINAL,4,2024,31
"89686010947",INDOMIE GORENG ORIGINAL,5,2024,98
"89686010947",INDOMIE GORENG ORIGINAL,6,2024,495
"89686011036",INDOMIE GORENG PEDAS 79 G,12,2023,87
"89686011036",INDOMIE GORENG PEDAS 79 G,1,2024,73
"89686011036",INDOMIE GORENG PEDAS 79 G,2,2024,58
"89686011036",INDOMIE GORENG PEDAS 79 G,3,2024,20
"89686011036",INDOMIE GORENG PEDAS 79 G,4,2024,20
"89686011036",INDOMIE GORENG PEDAS 79 G,5,2024,81
"89686011036",INDOMIE GORENG PEDAS 79 G,6,2024,36
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,12,2023,65
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,1,2024,55
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,2,2024,10
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,3,2024,12
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,4,2024,9
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,5,2024,88
"89686011692",INDOMIE SOTO BANJAR LIMAU KULIT,6,2024,32
"89686017748",SARIMI AYAM KREMES,12,2023,198
"89686017748",SARIMI AYAM KREMES,1,2024,247
"89686017748",SARIMI AYAM KREMES,2,2024,255
"89686017748",SARIMI AYAM KREMES,3,2024,39
"89686017748",SARIMI AYAM KREMES,4,2024,130
"89686017748",SARIMI AYAM KREMES,5,2024,143
"89686017748",SARIMI AYAM KREMES,6,2024,213
"89686018011",SARIMI ISI 2 BASO SAPI,12,2023,114
"89686018011",SARIMI ISI 2 BASO SAPI,1,2024,48
"89686018059",SARIMI AYAM BAWANG,12,2023,117
"89686018059",SARIMI AYAM BAWANG,1,2024,78
"89686018059",SARIMI AYAM BAWANG,2,2024,145
"89686018059",SARIMI AYAM BAWANG,3,2024,13
"89686018059",SARIMI AYAM BAWANG,4,2024,16
"89686018059",SARIMI AYAM BAWANG,5,2024,55
"89686018059",SARIMI AYAM BAWANG,6,2024,23
"89686021219",INTERMIE MIE GORENG,6,2024,39
"89686040098",INDOMIE SOUP NOODLES TORI MISO,6,2024,20
"89686040166",INDOMIE AYAM PANGGANG PREMIUM 90G,6,2024,13
"89686040647",INDOMIE GORENG SPESIAL PREMIUM,6,2024,10
"89686041705",INDOMIE GORENG JUMBO 129 G,12,2023,31
"89686041705",INDOMIE GORENG JUMBO 129 G,1,2024,24
"89686041705",INDOMIE GORENG JUMBO 129 G,4,2024,1
"89686041705",INDOMIE GORENG JUMBO 129 G,5,2024,71
"89686041705",INDOMIE GORENG JUMBO 129 G,6,2024,165
"89686041767",INDOMIE AYAM PANGGANG JUMBO 127 G,3,2024,2
"89686041767",INDOMIE AYAM PANGGANG JUMBO 127 G,4,2024,22
"89686041767",INDOMIE AYAM PANGGANG JUMBO 127 G,6,2024,93
"89686043204",INDOME MIE GORENG ACEH,12,2023,82
"89686043204",INDOME MIE GORENG ACEH,1,2024,107
"89686043204",INDOME MIE GORENG ACEH,2,2024,36
"89686043204",INDOME MIE GORENG ACEH,3,2024,46
"89686043204",INDOME MIE GORENG ACEH,4,2024,47
"89686043204",INDOME MIE GORENG ACEH,5,2024,122
"89686043204",INDOME MIE GORENG ACEH,6,2024,39
"89686043419",INDOMIE SOTO LAMONGAN 80 G,12,2023,35
"89686043419",INDOMIE SOTO LAMONGAN 80 G,1,2024,46
"89686043419",INDOMIE SOTO LAMONGAN 80 G,2,2024,43
"89686043419",INDOMIE SOTO LAMONGAN 80 G,3,2024,23
"89686043419",INDOMIE SOTO LAMONGAN 80 G,4,2024,12
"89686043419",INDOMIE SOTO LAMONGAN 80 G,5,2024,73
"89686043419",INDOMIE SOTO LAMONGAN 80 G,6,2024,26
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,12,2023,104
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,1,2024,51
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,2,2024,86
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,3,2024,49
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,4,2024,51
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,5,2024,83
"89686043433",HYPE ABIS INDOMIE AYAM GEPREK 85 G,6,2024,71
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,12,2023,57
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,1,2024,80
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,2,2024,30
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,3,2024,9
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,4,2024,2
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,5,2024,119
"89686043495",INDOMIE HYPE ABIS KUAH SEBLAK HOT JELETOS,6,2024,9
"89686043631",INDOMIE RENDANG JUMBO,6,2024,71
"89686043648",INDOMIE AYAM POP,12,2023,91
"89686043648",INDOMIE AYAM POP,1,2024,92
"89686043648",INDOMIE AYAM POP,2,2024,79
"89686043648",INDOMIE AYAM POP,3,2024,27
"89686043648",INDOMIE AYAM POP,4,2024,2
"89686043648",INDOMIE AYAM POP,6,2024,38
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,12,2023,80
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,1,2024,30
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,2,2024,92
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,3,2024,38
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,4,2024,38
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,5,2024,46
"89686043662",INDOMIE HYPE ABIS KEBAB RENDANG,6,2024,34
"89686048704",SARIMI AYAM KECAP,12,2023,199
"89686048704",SARIMI AYAM KECAP,1,2024,245
"89686048704",SARIMI AYAM KECAP,2,2024,251
"89686048704",SARIMI AYAM KECAP,3,2024,48
"89686048704",SARIMI AYAM KECAP,4,2024,120
"89686048704",SARIMI AYAM KECAP,5,2024,168
"89686048704",SARIMI AYAM KECAP,6,2024,288
"89686059779",INDOMIE KRIUK 90 G,12,2023,93
"89686059779",INDOMIE KRIUK 90 G,1,2024,116
"89686059779",INDOMIE KRIUK 90 G,2,2024,26
"89686059779",INDOMIE KRIUK 90 G,3,2024,18
"89686059779",INDOMIE KRIUK 90 G,5,2024,110
"89686059779",INDOMIE KRIUK 90 G,6,2024,90
"89686060003",POP MIE AYAM BAWANG,12,2023,45
"89686060003",POP MIE AYAM BAWANG,2,2024,48
"89686060003",POP MIE AYAM BAWANG,3,2024,6
"89686060003",POP MIE AYAM BAWANG,4,2024,125
"89686060003",POP MIE AYAM BAWANG,5,2024,75
"89686060003",POP MIE AYAM BAWANG,6,2024,64
"89686060027",POP MIE AYAM,12,2023,47
"89686060027",POP MIE AYAM,2,2024,48
"89686060027",POP MIE AYAM,3,2024,18
"89686060027",POP MIE AYAM,4,2024,45
"89686060027",POP MIE AYAM,5,2024,30
"89686060027",POP MIE AYAM,6,2024,40
"89686060102",POP MIE PEDES GLEDEK 75 G,12,2023,23
"89686060102",POP MIE PEDES GLEDEK 75 G,1,2024,39
"89686060102",POP MIE PEDES GLEDEK 75 G,2,2024,36
"89686060102",POP MIE PEDES GLEDEK 75 G,3,2024,12
"89686060102",POP MIE PEDES GLEDEK 75 G,4,2024,12
"89686060102",POP MIE PEDES GLEDEK 75 G,5,2024,63
"89686060102",POP MIE PEDES GLEDEK 75 G,6,2024,86
"89686060126",POP MIE BASO,12,2023,46
"89686060126",POP MIE BASO,1,2024,41
"89686060126",POP MIE BASO,2,2024,54
"89686060126",POP MIE BASO,4,2024,99
"89686060126",POP MIE BASO,5,2024,98
"89686060126",POP MIE BASO,6,2024,41
"89686060362",POP MIE SOTO AYAM,12,2023,46
"89686060362",POP MIE SOTO AYAM,2,2024,49
"89686060362",POP MIE SOTO AYAM,3,2024,26
"89686060362",POP MIE SOTO AYAM,4,2024,50
"89686060362",POP MIE SOTO AYAM,5,2024,98
"89686060362",POP MIE SOTO AYAM,6,2024,32
"89686060461",POP MIE KARI AYAM,12,2023,42
"89686060461",POP MIE KARI AYAM,2,2024,48
"89686060461",POP MIE KARI AYAM,4,2024,48
"89686060461",POP MIE KARI AYAM,5,2024,72
"89686060461",POP MIE KARI AYAM,6,2024,47
"89686060744",POP MIE GRNG SPC,12,2023,9
"89686060744",POP MIE GRNG SPC,1,2024,61
"89686060744",POP MIE GRNG SPC,2,2024,36
"89686060744",POP MIE GRNG SPC,4,2024,36
"89686060744",POP MIE GRNG SPC,5,2024,49
"89686060744",POP MIE GRNG SPC,6,2024,123
"89686067002",POP MIE PEDES DOWER 75 G,12,2023,20
"89686067002",POP MIE PEDES DOWER 75 G,1,2024,36
"89686067002",POP MIE PEDES DOWER 75 G,2,2024,9
"89686067002",POP MIE PEDES DOWER 75 G,3,2024,12
"89686067002",POP MIE PEDES DOWER 75 G,4,2024,35
"89686067002",POP MIE PEDES DOWER 75 G,5,2024,51
"89686067002",POP MIE PEDES DOWER 75 G,6,2024,11
"89686067019",POP MIE PANGSIT JONTOR,12,2023,17
"89686067019",POP MIE PANGSIT JONTOR,1,2024,17
"89686067019",POP MIE PANGSIT JONTOR,2,2024,31
"89686067019",POP MIE PANGSIT JONTOR,4,2024,24
"89686067019",POP MIE PANGSIT JONTOR,5,2024,12
"89686067019",POP MIE PANGSIT JONTOR,6,2024,12
"89686386011",INDOFOOD BR NASI GORENG 20G,12,2023,38
"89686386011",INDOFOOD BR NASI GORENG 20G,1,2024,12
"89686386011",INDOFOOD BR NASI GORENG 20G,2,2024,25
"89686386011",INDOFOOD BR NASI GORENG 20G,3,2024,4
"89686386011",INDOFOOD BR NASI GORENG 20G,4,2024,3
"89686386011",INDOFOOD BR NASI GORENG 20G,5,2024,15
"89686386011",INDOFOOD BR NASI GORENG 20G,6,2024,37
"89686386127",RACIK SPESIAL SOSIS,12,2023,22
"89686386127",RACIK SPESIAL SOSIS,6,2024,5
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,12,2023,34
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,1,2024,16
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,2,2024,29
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,3,2024,14
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,4,2024,1
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,5,2024,11
"89686386622",RACIK NASI GORENG EKSTRA PEDAS,6,2024,20
"89686400021",INDOFOOD PEDAS DAHSYAT 335ML,3,2024,1
"89686400038",INDOFOOD SAMBAL PDS DAHSYAT 275ML,12,2023,2
"89686400038",INDOFOOD SAMBAL PDS DAHSYAT 275ML,2,2024,2
"89686400045",INDOFOOD SAMBAL PDS DAHSYAT 135ML,12,2023,15
"89686400045",INDOFOOD SAMBAL PDS DAHSYAT 135ML,1,2024,9
"89686400045",INDOFOOD SAMBAL PDS DAHSYAT 135ML,2,2024,9
