NoNota,TglNota,NmSupplier,Keterangan,Total,Pembayaran,TglFaktur,NoFaktur,Retur,TransBy
022024/NPB/000033,2024-02-13,LATANSA DDC,,"Rp19,387,664",KREDIT,2024-02-13,,0,IKA
022024/NPB/000053,2024-02-20,LATANSA DDC,,"Rp14,430,858",KREDIT,2024-02-20,,0,IKA
022024/NPB/000072,2024-02-27,LATANSA DDC,,"Rp9,156,809",TUNAI,2024-02-27,,0,IKA
032024/NPB/000008,2024-03-07,LATANSA DDC,,"Rp20,328,148",KREDIT,2024-03-07,,0,IKA
032024/NPB/000024,2024-03-19,LATANSA DDC,,"Rp12,776,495",TUNAI,2024-03-19,,0,IKA
032024/NPB/000025,2024-03-19,LATANSA DDC,,"Rp4,991,262",TUNAI,2024-03-19,,0,IKA
032024/NPB/000026,2024-03-19,LATANSA DDC,,"Rp293,706",TUNAI,2024-03-19,,0,IKA
042024/NPB/000001,2024-04-15,LATANSA DDC,,"Rp6,965,000",KREDIT,2024-04-15,,0,IKA
042024/NPB/000026,2024-04-22,LATANSA DDC,,"Rp20,000",TUNAI,2024-04-22,,0,IKA
042024/NPB/000054,2024-04-24,LATANSA DDC,,"Rp3,350,284",KREDIT,2024-04-24,,0,IKA
042024/NPB/000055,2024-04-24,LATANSA DDC,,"Rp1,962,238",KREDIT,2024-04-24,,0,IKA
042024/NPB/000153,2024-04-28,LATANSA DDC,,"Rp554,400",TUNAI,2024-04-28,,0,MEI
042024/NPB/000154,2024-04-28,LATANSA DDC,,"Rp640,000",TUNAI,2024-04-28,,0,MEI
042024/NPB/000155,2024-04-28,LATANSA DDC,,"Rp831,600",TUNAI,2024-04-28,,0,MEI
042024/NPB/000156,2024-04-28,LATANSA DDC,,"Rp2,449,385",TUNAI,2024-04-28,,0,MEI
042024/NPB/000157,2024-04-28,LATANSA DDC,,"Rp226,080",TUNAI,2024-04-28,,0,MEI
042024/NPB/000158,2024-04-28,LATANSA DDC,,"Rp1,436,400",TUNAI,2024-04-28,,0,MEI
042024/NPB/000159,2024-04-28,LATANSA DDC,,"Rp962,200",TUNAI,2024-04-28,,0,MEI
042024/NPB/000207,2024-04-29,LATANSA DDC,,"Rp1,879,400",TUNAI,2024-04-29,,0,MEI
042024/NPB/000208,2024-04-29,LATANSA DDC,,"Rp957,600",TUNAI,2024-04-29,,0,MEI
052024/NPB/000033,2024-05-02,LATANSA DDC,,"Rp840,000",TUNAI,2024-05-02,,0,MEI
052024/NPB/000037,2024-05-02,LATANSA DDC,,"Rp7,033,556",TUNAI,2024-05-02,,0,MEI
052024/NPB/000053,2024-05-04,LATANSA DDC,,"Rp3,393,767",KREDIT,2024-05-04,,0,MEI
052024/NPB/000074,2024-05-06,LATANSA DDC,,"Rp8,323,218",KREDIT,2024-05-06,,0,MEI
052024/NPB/000139,2024-05-12,LATANSA DDC,,"Rp1,800,000",TUNAI,2024-05-12,,0,IKA
052024/NPB/000140,2024-05-12,LATANSA DDC,,"Rp756,000",TUNAI,2024-05-12,,0,IKA
052024/NPB/000141,2024-05-12,LATANSA DDC,,"Rp1,716,000",TUNAI,2024-05-12,,0,IKA
052024/NPB/000170,2024-05-15,LATANSA DDC,,"Rp1,908,400",TUNAI,2024-05-15,,0,MEI
052024/NPB/000171,2024-05-15,LATANSA DDC,,"Rp2,187,150",TUNAI,2024-05-15,,0,MEI
052024/NPB/000172,2024-05-15,LATANSA DDC,,"Rp1,421,700",TUNAI,2024-05-15,,0,MEI
052024/NPB/000191,2024-05-20,LATANSA DDC,,"Rp2,314,594",KREDIT,2024-05-20,,0,MEI
052024/NPB/000205,2024-05-23,LATANSA DDC,,"Rp5,956,698",TUNAI,2024-05-23,,0,MEI
052024/NPB/000243,2024-05-29,LATANSA DDC,,"Rp3,834,749",TUNAI,2024-05-29,,0,MEI
052024/NPB/000244,2024-05-29,LATANSA DDC,,"Rp210,000",TUNAI,2024-05-29,,0,MEI
062024/NPB/000024,2024-06-05,LATANSA DDC,,"Rp6,218,650",KREDIT,2024-06-05,,0,MEI
062024/NPB/000055,2024-06-11,LATANSA DDC,,"Rp1,610,500",TUNAI,2024-06-11,,0,MEI
062024/NPB/000064,2024-06-12,LATANSA DDC,,"Rp4,553,598",KREDIT,2024-06-12,,0,MEI
102023/NPB/000001,2023-10-19,LATANSA DDC,,"Rp12,304,158",KREDIT,2023-10-19,,0,IKA
102023/NPB/000052,2023-10-23,LATANSA DDC,,"Rp16,042,636",KREDIT,2023-10-23,,0,IKA
102023/NPB/000074,2023-10-27,LATANSA DDC,,"Rp1,913,620",KREDIT,2023-10-27,,0,IKA
112023/NPB/000007,2023-11-02,LATANSA DDC,,"Rp18,334,492",KREDIT,2023-11-02,,0,IKA
112023/NPB/000015,2023-11-04,LATANSA DDC,,"Rp2,625,000",KREDIT,2023-11-04,,0,IKA
112023/NPB/000023,2023-11-07,LATANSA DDC,,"Rp2,532,600",TUNAI,2023-11-07,,0,IKA
112023/NPB/000024,2023-11-07,LATANSA DDC,,"Rp9,497,367",TUNAI,2023-11-07,,0,IKA
112023/NPB/000061,2023-11-17,LATANSA DDC,,"Rp11,675,216",TUNAI,2023-11-17,,0,IKA
112023/NPB/000097,2023-11-24,LATANSA DDC,,"Rp10,286,967",TUNAI,2023-11-24,,0,IKA
112023/NPB/000099,2023-11-24,LATANSA DDC,,"Rp8,843,480",KREDIT,2023-11-24,,0,IKA
122023/NPB/000022,2023-12-04,LATANSA DDC,,"Rp23,007,972",TUNAI,2023-12-04,,0,IKA
122023/NPB/000057,2023-12-14,LATANSA DDC,,"Rp7,751,039",TUNAI,2023-12-14,,0,IKA
122023/NPB/000058,2023-12-14,LATANSA DDC,,"Rp6,215,670",TUNAI,2023-12-14,,0,IKA
122023/NPB/000059,2023-12-14,LATANSA DDC,,"Rp2,233,656",TUNAI,2023-12-14,,0,IKA
122023/NPB/000093,2023-12-24,LATANSA DDC,,"Rp14,621,106",TUNAI,2023-12-24,,0,IKA
122023/NPB/000094,2023-12-24,LATANSA DDC,,"Rp5,773,114",TUNAI,2023-12-24,,0,IKA
122023/NPB/000125,2023-12-31,LATANSA DDC,,"Rp2,945,000",TUNAI,2023-12-31,,0,IKA
122023/NPB/000126,2023-12-31,LATANSA DDC,,"Rp9,059,701",TUNAI,2023-12-31,,0,IKA
122023/NPB/000127,2023-12-31,LATANSA DDC,,"Rp3,709,650",TUNAI,2023-12-31,,0,IKA
052024/NPB/000144,2024-05-12,LESTARI MAKMUR,,"Rp1,731,000",TUNAI,2024-05-12,,0,MEI
012024/NPB/000061,2024-01-13,LUWES PONOROGO,,"Rp2,838,499",TUNAI,2024-01-13,,0,IKA
022024/NPB/000034,2024-02-13,LUWES PONOROGO,,"Rp4,663,759",TUNAI,2024-02-13,,0,IKA
042024/NPB/000007,2024-04-20,LUWES PONOROGO,,"Rp1,040,250",TUNAI,2024-04-20,,0,IKA
042024/NPB/000008,2024-04-20,LUWES PONOROGO,,"Rp134,000",TUNAI,2024-04-20,,0,IKA
042024/NPB/000209,2024-04-29,LUWES PONOROGO,,"Rp2,651,250",TUNAI,2024-04-29,,0,MEI
042024/NPB/000210,2024-04-29,LUWES PONOROGO,,"Rp100,800",TUNAI,2024-04-29,,0,MEI
042024/NPB/000211,2024-04-29,LUWES PONOROGO,,"Rp142,000",TUNAI,2024-04-29,,0,MEI
052024/NPB/000218,2024-05-24,LUWES PONOROGO,,"Rp399,700",TUNAI,2024-05-24,,0,MEI
052024/NPB/000219,2024-05-24,LUWES PONOROGO,,"Rp2,227,601",TUNAI,2024-05-24,,0,MEI
052024/NPB/000242,2024-05-29,LUWES PONOROGO,,"Rp33,000",TUNAI,2024-05-29,,0,MEI
052024/NPB/000246,2024-05-30,LUWES PONOROGO,,"Rp1,040,890",TUNAI,2024-05-30,,0,MEI
052024/NPB/000266,2024-05-31,LUWES PONOROGO,,"Rp8,436,388",TUNAI,2024-05-31,,0,MEI
062024/NPB/000019,2024-06-04,LUWES PONOROGO,,"Rp655,500",TUNAI,2024-06-04,,0,MEI
062024/NPB/000038,2024-06-07,LUWES PONOROGO,,"Rp15,389,859",TUNAI,2024-06-07,,0,MEI
062024/NPB/000048,2024-06-10,LUWES PONOROGO,,"Rp52,800",TUNAI,2024-06-10,,0,MEI
062024/NPB/000063,2024-06-12,LUWES PONOROGO,,"Rp9,266,409",KREDIT,2024-06-12,,0,MEI
112023/NPB/000016,2023-11-06,LUWES PONOROGO,,"Rp2,215,699",TUNAI,2023-11-06,,0,IKA
112023/NPB/000046,2023-11-12,LUWES PONOROGO,,"Rp87,600",TUNAI,2023-11-12,,0,IKA
122023/NPB/000055,2023-12-13,LUWES PONOROGO,,"Rp2,495,699",TUNAI,2023-12-13,,0,IKA
122023/NPB/000102,2023-12-27,LUWES PONOROGO,,"Rp195,600",TUNAI,2023-12-27,,0,IKA
012024/NPB/000001,2024-01-01,MADAMAT,,"Rp190,000",KREDIT,2024-01-01,,0,IKA
012024/NPB/000002,2024-01-01,MADAMAT,,"Rp355,500",KREDIT,2024-01-01,,0,IKA
012024/NPB/000005,2024-01-01,MADAMAT ,,"Rp1,250,000",KREDIT,2024-01-01,,0,IKA
012024/NPB/000006,2024-01-02,MADAMAT,,"Rp66,000",KREDIT,2024-01-02,,0,IKA
012024/NPB/000008,2024-01-03,MADAMAT ,,"Rp355,000",KREDIT,2024-01-03,,0,IKA
012024/NPB/000010,2024-01-04,MADAMAT ,,"Rp76,500",KREDIT,2024-01-04,,0,IKA
012024/NPB/000013,2024-01-04,MADAMAT,,"Rp180,000",KREDIT,2024-01-04,,0,IKA
012024/NPB/000015,2024-01-05,MADAMAT ,,"Rp85,500",KREDIT,2024-01-05,,0,IKA
012024/NPB/000026,2024-01-05,MADAMAT ,,"Rp80,000",KREDIT,2024-01-05,,0,IKA
012024/NPB/000027,2024-01-05,MADAMAT ,,"Rp106,200",KREDIT,2024-01-05,,0,IKA
012024/NPB/000028,2024-01-05,MADAMAT ,,"Rp176,700",KREDIT,2024-01-05,,0,IKA
012024/NPB/000030,2024-01-05,MADAMAT ,,"Rp376,000",KREDIT,2024-01-05,,0,IKA
012024/NPB/000034,2024-01-08,MADAMAT ,,"Rp84,000",KREDIT,2024-01-08,,0,IKA
012024/NPB/000040,2024-01-08,MADAMAT ,,"Rp108,000",KREDIT,2024-01-08,,0,IKA
012024/NPB/000042,2024-01-09,MADAMAT ,,"Rp211,500",KREDIT,2024-01-09,,0,IKA
012024/NPB/000045,2024-01-10,MADAMAT ,,"Rp306,000",KREDIT,2024-01-10,,0,IKA
012024/NPB/000046,2024-01-11,MADAMAT ,,"Rp144,000",KREDIT,2024-01-11,,0,IKA
012024/NPB/000056,2024-01-13,MADAMAT,,"Rp45,000",KREDIT,2024-01-13,,0,IKA
012024/NPB/000058,2024-01-13,MADAMAT,,"Rp153,000",KREDIT,2024-01-13,,0,IKA
012024/NPB/000063,2024-01-13,MADAMAT ,,"Rp129,600",KREDIT,2024-01-13,,0,IKA
012024/NPB/000064,2024-01-14,MADAMAT ,,"Rp160,000",KREDIT,2024-01-14,,0,IKA
012024/NPB/000076,2024-01-15,MADAMAT ,,"Rp641,000",KREDIT,2024-01-15,,264000,IKA
012024/NPB/000081,2024-01-16,MADAMAT ,,"Rp200,000",KREDIT,2024-01-16,,0,IKA
012024/NPB/000083,2024-01-18,MADAMAT ,,"Rp150,000",KREDIT,2024-01-18,,0,IKA
012024/NPB/000086,2024-01-18,MADAMAT ,,"Rp1,487,000",KREDIT,2024-01-18,,462000,IKA
012024/NPB/000090,2024-01-19,MADAMAT ,,"Rp297,000",KREDIT,2024-01-19,,0,IKA
012024/NPB/000097,2024-01-22,MADAMAT ,,"Rp86,400",KREDIT,2024-01-22,,0,IKA
012024/NPB/000098,2024-01-22,MADAMAT ,,"Rp253,000",KREDIT,2024-01-22,,0,IKA
012024/NPB/000099,2024-01-22,MADAMAT ,,"Rp150,000",KREDIT,2024-01-22,,0,IKA
012024/NPB/000110,2024-01-24,MADAMAT,,"Rp75,000",KREDIT,2024-01-24,,0,IKA
012024/NPB/000111,2024-01-24,MADAMAT ,,"Rp126,000",KREDIT,2024-01-24,,0,IKA
012024/NPB/000112,2024-01-24,MADAMAT ,,"Rp150,000",KREDIT,2024-01-24,,0,IKA
012024/NPB/000113,2024-01-25,MADAMAT,,"Rp99,000",KREDIT,2024-01-25,,0,IKA
012024/NPB/000124,2024-01-26,MADAMAT ,,"Rp206,000",KREDIT,2024-01-26,,0,IKA
012024/NPB/000132,2024-01-27,MADAMAT ,,"Rp229,500",KREDIT,2024-01-27,,0,IKA
012024/NPB/000136,2024-01-29,MADAMAT ,,"Rp144,000",KREDIT,2024-01-29,,0,IKA
012024/NPB/000137,2024-01-29,MADAMAT ,,"Rp1,250,000",KREDIT,2024-01-29,,0,IKA
012024/NPB/000142,2024-01-30,MADAMAT ,,"Rp290,000",KREDIT,2024-01-30,,0,IKA
012024/NPB/000143,2024-01-31,MADAMAT ,,"Rp180,000",KREDIT,2024-01-31,,0,IKA
022024/NPB/000003,2024-02-04,MADAMAT ,,"Rp75,000",KREDIT,2024-02-04,,0,IKA
022024/NPB/000004,2024-02-05,MADAMAT ,,"Rp144,000",KREDIT,2024-02-05,,0,IKA
022024/NPB/000005,2024-02-05,MADAMAT ,,"Rp200,000",KREDIT,2024-02-05,,0,IKA
022024/NPB/000011,2024-02-07,MADAMAT ,,"Rp153,000",KREDIT,2024-02-07,,0,IKA
022024/NPB/000012,2024-02-07,MADAMAT ,,"Rp179,000",KREDIT,2024-02-07,,0,IKA
022024/NPB/000014,2024-02-08,MADAMAT ,,"Rp243,000",KREDIT,2024-02-08,,54000,IKA
022024/NPB/000015,2024-02-09,MADAMAT ,,"Rp189,000",KREDIT,2024-02-09,,0,IKA
022024/NPB/000025,2024-02-10,MADAMAT ,,"Rp180,000",KREDIT,2024-02-10,,0,IKA
022024/NPB/000028,2024-02-10,MADAMAT ,,"Rp160,000",KREDIT,2024-02-10,,0,IKA
022024/NPB/000030,2024-02-12,MADAMAT ,,"Rp150,000",KREDIT,2024-02-12,,0,IKA
022024/NPB/000032,2024-02-13,MADAMAT,,"Rp184,500",KREDIT,2024-02-13,,0,IKA
022024/NPB/000048,2024-02-17,MADAMAT ,,"Rp193,500",KREDIT,2024-02-17,,54000,IKA
022024/NPB/000050,2024-02-19,MADAMAT ,,"Rp135,000",KREDIT,2024-02-19,,0,IKA
022024/NPB/000051,2024-02-19,MADAMAT ,,"Rp180,000",KREDIT,2024-02-19,,0,IKA
022024/NPB/000052,2024-02-19,MADAMAT ,,"Rp226,500",KREDIT,2024-02-19,,30000,IKA
022024/NPB/000062,2024-02-22,MADAMAT ,,"Rp386,000",KREDIT,2024-02-22,,0,IKA
022024/NPB/000065,2024-02-24,MADAMAT ,,"Rp64,800",KREDIT,2024-02-24,,0,IKA
022024/NPB/000066,2024-02-24,MADAMAT ,,"Rp181,800",KREDIT,2024-02-24,,0,IKA
022024/NPB/000068,2024-02-24,MADAMAT ,,"Rp247,500",KREDIT,2024-02-24,,0,IKA
022024/NPB/000074,2024-02-29,MADAMAT,,"Rp100,000",KREDIT,2024-02-29,,0,IKA
032024/NPB/000028,2024-03-01,MADAMAT ,,"Rp108,000",KREDIT,2024-03-01,,0,MEI
042024/NPB/000014,2024-04-21,MADAMAT,,"Rp407,000",KREDIT,2024-04-21,,0,IKA
042024/NPB/000027,2024-04-22,MADAMAT,,"Rp80,000",KREDIT,2024-04-22,,0,IKA
042024/NPB/000028,2024-04-22,MADAMAT,,"Rp246,300",KREDIT,2024-04-22,,0,IKA
042024/NPB/000051,2024-04-24,MADAMAT ,,"Rp345,000",KREDIT,2024-04-24,,0,IKA
042024/NPB/000052,2024-04-24,MADAMAT ,,"Rp135,000",KREDIT,2024-04-24,,0,IKA
042024/NPB/000085,2024-04-25,MADAMAT ,,"Rp384,000",TUNAI,2024-04-25,,0,IKA
042024/NPB/000106,2024-04-27,MADAMAT,,"Rp160,000",KREDIT,2024-04-27,,0,MEI
042024/NPB/000160,2024-04-28,MADAMAT,,"Rp387,600",TUNAI,2024-04-28,,0,MEI
042024/NPB/000197,2024-04-28,MADAMAT ,,"Rp55,000",TUNAI,2024-04-28,,0,MEI
042024/NPB/000198,2024-04-28,MADAMAT ,,"Rp81,600",KREDIT,2024-04-28,,0,MEI
042024/NPB/000199,2024-04-28,MADAMAT ,,"Rp198,000",KREDIT,2024-04-28,,0,MEI
042024/NPB/000200,2024-04-28,MADAMAT ,,"Rp31,500",KREDIT,2024-04-28,,0,MEI
042024/NPB/000206,2024-04-29,MADAMAT ,,"Rp1,250,000",KREDIT,2024-04-29,,0,MEI
042024/NPB/000225,2024-04-30,MADAMAT ,,"Rp160,000",KREDIT,2024-04-30,,0,MEI
052024/NPB/000002,2024-05-01,MADAMAT ,,"Rp234,000",KREDIT,2024-05-01,,0,MEI
052024/NPB/000009,2024-05-01,MADAMAT ,,"Rp152,000",KREDIT,2024-05-01,,0,MEI
052024/NPB/000031,2024-05-02,MADAMAT ,,"Rp172,500",TUNAI,2024-05-02,,0,MEI
052024/NPB/000050,2024-05-04,MADAMAT ,,"Rp180,000",KREDIT,2024-05-04,,0,MEI
052024/NPB/000054,2024-05-05,MADAMAT ,,"Rp402,000",KREDIT,2024-05-05,,0,MEI
052024/NPB/000056,2024-05-05,MADAMAT ,,"Rp152,000",KREDIT,2024-05-05,,0,MEI
052024/NPB/000068,2024-05-06,MADAMAT ,,"Rp336,000",KREDIT,2024-05-06,,0,MEI
052024/NPB/000076,2024-05-07,MADAMAT ,,"Rp210,000",KREDIT,2024-05-07,,0,MEI
052024/NPB/000083,2024-05-08,MADAMAT ,,"Rp80,000",KREDIT,2024-05-08,,0,MEI
052024/NPB/000109,2024-05-10,MADAMAT ,,"Rp1,250,000",KREDIT,2024-05-10,,0,MEI
052024/NPB/000132,2024-05-11,MADAMAT ,,"Rp80,000",KREDIT,2024-05-11,,0,MEI
052024/NPB/000148,2024-05-13,MADAMAT ,,"Rp180,000",KREDIT,2024-05-13,,0,MEI
052024/NPB/000161,2024-05-14,MADAMAT ,,"Rp152,000",TUNAI,2024-05-14,,0,MEI
052024/NPB/000175,2024-05-16,MADAMAT ,,"Rp402,000",KREDIT,2024-05-16,,0,MEI
052024/NPB/000180,2024-05-17,MADAMAT ,,"Rp140,000",KREDIT,2024-05-17,,0,MEI
052024/NPB/000186,2024-05-19,MADAMAT ,,"Rp80,000",KREDIT,2024-05-19,,0,MEI
052024/NPB/000197,2024-05-22,MADAMAT ,,"Rp88,000",KREDIT,2024-05-22,,0,MEI
052024/NPB/000201,2024-05-23,MADAMAT ,,"Rp196,000",KREDIT,2024-05-23,,0,MEI
052024/NPB/000202,2024-05-23,MADAMAT ,,"Rp417,000",KREDIT,2024-05-23,,0,MEI
052024/NPB/000215,2024-05-24,MADAMAT ,,"Rp360,000",KREDIT,2024-05-24,,0,MEI
052024/NPB/000228,2024-05-26,MADAMAT ,,"Rp180,000",KREDIT,2024-05-26,,0,MEI
052024/NPB/000234,2024-05-28,MADAMAT ,,"Rp402,000",KREDIT,2024-05-28,,0,MEI
052024/NPB/000238,2024-05-29,MADAMAT ,,"Rp142,500",KREDIT,2024-05-29,,0,MEI
062024/NPB/000002,2024-06-01,MADAMAT ,,"Rp180,000",KREDIT,2024-06-01,,0,MEI
062024/NPB/000005,2024-06-01,MADAMAT ,,"Rp1,250,000",KREDIT,2024-06-01,,0,MEI
062024/NPB/000013,2024-06-04,MADAMAT ,,"Rp360,000",KREDIT,2024-06-04,,0,MEI
062024/NPB/000014,2024-06-04,MADAMAT ,,"Rp144,000",KREDIT,2024-06-04,,0,MEI
062024/NPB/000047,2024-06-09,MADAMAT ,,"Rp180,000",KREDIT,2024-06-09,,0,MEI
062024/NPB/000056,2024-06-12,MADAMAT ,,"Rp88,000",KREDIT,2024-06-12,,0,MEI
062024/NPB/000057,2024-06-12,MADAMAT ,,"Rp270,000",KREDIT,2024-06-12,,0,MEI
062024/NPB/000066,2024-06-12,MADAMAT ,,"Rp88,000",KREDIT,2024-06-12,,0,MEI
062024/NPB/000073,2024-06-15,MADAMAT ,,"Rp180,000",KREDIT,2024-06-15,,0,MEI
102023/NPB/000006,2023-10-19,MADAMAT ,,"Rp1,250,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000008,2023-10-19,MADAMAT ,,"Rp648,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000009,2023-10-19,MADAMAT ,,"Rp408,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000010,2023-10-19,MADAMAT ,,"Rp360,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000011,2023-10-19,MADAMAT ,,"Rp340,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000012,2023-10-19,MADAMAT ,,"Rp302,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000013,2023-10-19,MADAMAT ,,"Rp288,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000014,2023-10-19,MADAMAT ,,"Rp240,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000015,2023-10-19,MADAMAT ,,"Rp240,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000016,2023-10-19,MADAMAT ,,"Rp240,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000017,2023-10-19,MADAMAT ,,"Rp201,500",KREDIT,2023-10-19,,0,IKA
102023/NPB/000018,2023-10-19,MADAMAT ,,"Rp190,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000019,2023-10-19,MADAMAT ,,"Rp171,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000020,2023-10-19,MADAMAT ,,"Rp162,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000021,2023-10-19,MADAMAT ,,"Rp161,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000022,2023-10-19,MADAMAT ,,"Rp150,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000023,2023-10-19,MADAMAT ,,"Rp150,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000024,2023-10-19,MADAMAT ,,"Rp144,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000025,2023-10-19,MADAMAT ,,"Rp144,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000026,2023-10-19,MADAMAT ,,"Rp144,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000027,2023-10-19,MADAMAT ,,"Rp129,504",KREDIT,2023-10-19,,0,IKA
102023/NPB/000028,2023-10-19,MADAMAT ,,"Rp127,500",KREDIT,2023-10-19,,0,IKA
102023/NPB/000029,2023-10-19,MADAMAT ,,"Rp120,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000030,2023-10-19,MADAMAT ,,"Rp120,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000031,2023-10-19,MADAMAT ,,"Rp115,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000032,2023-10-19,MADAMAT ,,"Rp115,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000033,2023-10-19,MADAMAT ,,"Rp105,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000034,2023-10-19,MADAMAT ,,"Rp100,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000035,2023-10-19,MADAMAT ,,"Rp80,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000036,2023-10-19,MADAMAT ,,"Rp70,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000037,2023-10-19,MADAMAT ,,"Rp60,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000038,2023-10-19,MADAMAT ,,"Rp60,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000039,2023-10-19,MADAMAT ,,"Rp40,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000040,2023-10-19,MADAMAT ,,"Rp35,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000043,2023-10-21,MADAMAT ,,"Rp324,000",KREDIT,2023-10-21,,0,IKA
102023/NPB/000046,2023-10-22,MADAMAT ,,"Rp128,000",KREDIT,2023-10-22,,0,IKA
102023/NPB/000047,2023-10-22,MADAMAT ,,"Rp170,000",KREDIT,2023-10-22,,0,IKA
102023/NPB/000048,2023-10-22,MADAMAT ,,"Rp80,000",KREDIT,2023-10-22,,0,IKA
102023/NPB/000049,2023-10-23,MADAMAT ,,"Rp329,000",KREDIT,2023-10-23,,0,IKA
102023/NPB/000060,2023-10-23,MADAMAT ,,"Rp150,000",KREDIT,2023-10-23,,0,IKA
102023/NPB/000061,2023-10-25,MADAMAT ,,"Rp270,000",KREDIT,2023-10-25,,0,IKA
102023/NPB/000068,2023-10-26,MADAMAT ,,"Rp120,000",KREDIT,2023-10-26,,0,IKA
102023/NPB/000073,2023-10-26,MADAMAT ,,"Rp140,000",KREDIT,2023-10-26,,0,IKA
102023/NPB/000075,2023-10-27,MADAMAT ,,"Rp296,000",KREDIT,2023-10-27,,0,IKA
102023/NPB/000086,2023-10-29,MADAMAT ,,"Rp190,000",KREDIT,2023-10-29,,0,IKA
102023/NPB/000087,2023-10-29,MADAMAT ,,"Rp144,000",KREDIT,2023-10-29,,0,IKA
112023/NPB/000001,2023-11-01,MADAMAT ,,"Rp80,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000002,2023-11-01,MADAMAT ,,"Rp135,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000003,2023-11-01,MADAMAT ,,"Rp270,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000009,2023-11-03,MADAMAT ,,"Rp112,500",KREDIT,2023-11-03,,0,IKA
112023/NPB/000011,2023-11-03,MADAMAT ,,"Rp456,000",KREDIT,2023-11-03,,0,IKA
112023/NPB/000017,2023-11-06,MADAMAT ,,"Rp336,000",KREDIT,2023-11-06,,0,IKA
112023/NPB/000025,2023-11-08,MADAMAT ,,"Rp312,000",KREDIT,2023-11-08,,0,IKA
112023/NPB/000026,2023-11-08,MADAMAT ,,"Rp1,250,000",KREDIT,2023-11-08,,0,IKA
112023/NPB/000036,2023-11-10,MADAMAT ,,"Rp135,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000037,2023-11-10,MADAMAT ,,"Rp144,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000038,2023-11-09,MADAMAT ,,"Rp200,000",KREDIT,2023-11-09,,0,IKA
112023/NPB/000041,2023-11-10,MADAMAT ,,"Rp272,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000044,2023-11-11,MADAMAT ,,"Rp80,000",KREDIT,2023-11-11,,0,IKA
112023/NPB/000045,2023-11-12,MADAMAT ,,"Rp120,000",KREDIT,2023-11-12,,0,IKA
112023/NPB/000048,2023-11-13,MADAMAT ,,"Rp250,000",KREDIT,2023-11-13,,0,IKA
112023/NPB/000052,2023-11-13,MADAMAT ,,"Rp133,000",KREDIT,2023-11-13,,0,IKA
112023/NPB/000054,2023-11-14,MADAMAT ,,"Rp144,000",KREDIT,2023-11-14,,0,IKA
112023/NPB/000055,2023-11-14,MADAMAT ,,"Rp162,000",KREDIT,2023-11-14,,0,IKA
112023/NPB/000056,2023-11-14,MADAMAT ,,"Rp472,500",KREDIT,2023-11-14,,0,IKA
112023/NPB/000057,2023-11-15,MADAMAT ,,"Rp280,000",KREDIT,2023-11-15,,0,IKA
112023/NPB/000058,2023-11-15,MADAMAT ,,"Rp67,500",KREDIT,2023-11-15,,0,IKA
112023/NPB/000064,2023-11-18,MADAMAT ,,"Rp105,000",KREDIT,2023-11-18,,0,IKA
112023/NPB/000065,2023-11-18,MADAMAT ,,"Rp144,000",KREDIT,2023-11-18,,0,IKA
112023/NPB/000074,2023-11-19,MADAMAT ,,"Rp394,000",KREDIT,2023-11-19,,0,IKA
